tourney_id,tourney_name,surface,draw_size,tourney_level,date_id,tourney_spectators,tourney_revenue
2017-W-WITF-AUS-10A-2017,Brisbane $25K,Hard,32,25,20170925,2873,531279.53
2017-W-WITF-AUS-11A-2017,Toowoomba $25K,Hard,32,25,20171002,3899,749044.03
2017-W-WITF-AUS-12A-2017,Cairns $25K,Hard,32,25,20171009,3923,739293.74
2017-W-WITF-AUT-01A-2017,Vienna $15K,Clay,32,15,20170807,4245,953308.88
2017-W-WITF-AUT-02A-2017,Graz $15K,Clay,32,15,20170814,2693,622408.01
2017-W-WITF-BEL-01A-2017,Brussels $15K,Clay,32,15,20170717,2748,575913.45
2017-W-WITF-BEL-02A-2017,Knokke $15K,Clay,32,15,20170710,3467,736411.44
2017-W-WITF-BEL-03A-2017,De Haan $15K,Clay,32,15,20170626,3467,593403.99
2017-W-WITF-BEL-04A-2017,Koksijde $25K,Clay,32,25,20170807,2667,533942.94
2017-W-WITF-BEL-05A-2017,Wanfercee Baulet $15K,Clay,32,15,20170821,3547,557904.12
2017-W-WITF-BEL-06A-2017,Middelkerke $15K,Clay,32,15,20170828,2892,494574.67
2017-W-WITF-BIH-01A-2017,Banja Luka $15K,Clay,32,15,20170605,3315,820580.57
2017-W-WITF-BLR-01A-2017,Minsk $15K,Clay,32,15,20170605,2138,362957.61
2017-W-WITF-BLR-02A-2017,Minsk $15K,Clay,32,15,20170612,2371,484701.3
2017-W-WITF-BLR-03A-2017,Minsk $15K,Hard,32,15,20171120,2858,645834.66
2017-W-WITF-BRA-01A-2017,Curitiba $25K,Clay,32,25,20170227,3959,1026966.69
2017-W-WITF-BRA-02A-2017,Sao Paulo $25K,Clay,32,25,20170306,3703,707565.78
2017-W-WITF-BRA-03A-2017,Campinas $15K,Clay,32,15,20170327,3029,499643.31
2017-W-WITF-BRA-03B-2017,Sao Jose Dos Campos $15K,Clay,32,15,20170403,4288,959509.6
2017-W-WITF-BRA-07A-2017,Campos Do Jordao $15K,Hard,32,15,20170724,2816,469575.47
2017-W-WITF-BRA-08A-2017,Campos Do Jordao $15K,Hard,32,15,20170710,3731,444864.47
2017-W-WITF-BRA-09B-2017,Catanduva $15K,Clay,32,15,20171127,2482,466814.68
2017-W-WITF-BUL-01A-2017,Sofia $25K,Clay,32,25,20170904,3263,613075.06
2017-W-WITF-BUL-03A-2017,Varna $15K,Clay,32,15,20170918,4046,891067.55
2017-W-WITF-BUL-04A-2017,Sozopol $15K,Hard,32,15,20171002,3202,692949.94
2017-W-WITF-CAN-01A-2017,Vancouver BC $100K,Hard,32,100,20170814,3115,568002.52
2017-W-WITF-CAN-02A-2017,Victoria BC $15K,Hard,32,15,20170619,3218,660708.35
2017-W-WITF-CAN-03A-2017,Winnipeg $25K,Hard,32,25,20170710,2834,598654.72
2017-W-WITF-CAN-04A-2017,Toronto $60K,Hard,32,60,20171030,2941,612754.57
2017-W-WITF-CAN-05A-2017,Gatineau $25K,Hard,32,25,20170717,3393,595465.8
2017-W-WITF-CAN-06A-2017,Granby $60K,Hard,32,60,20170724,1909,442012.35
2017-W-WITF-CAN-07A-2017,Saguenay $60K,Hard,32,60,20171023,2946,622093.59
2017-W-WITF-CHI-01A-2017,Santiago $15K,Clay,32,15,20171127,3222,644573.08
2017-W-WITF-CHI-02A-2017,Santiago $25K,Clay,32,25,20171204,3321,568500.94
2017-W-WITF-CHN-01A-2017,Nanjing $15K,Hard,32,15,20170213,4471,832560.13
2017-W-WITF-CHN-02A-2017,Nanjing $15K,Hard,32,15,20170220,2887,492500.41
2017-W-WITF-CHN-03A-2017,Nanjing $15K,Hard,32,15,20170227,3963,981765.08
2017-W-WITF-CHN-03B-2017,Shenzhen $60K,Hard,32,60,20170313,2747,442981.66
2017-W-WITF-CHN-03C-2017,Zhuhai $60K,Hard,32,60,20170306,3665,747699.18
2017-W-WITF-CHN-04B-2017,Quanzhou $60K,Hard,32,60,20170327,4084,953773.84
2017-W-WITF-CHN-05A-2017,Anning $100K,Clay,32,100,20170424,2360,420964.57
2017-W-WITF-CHN-06A-2017,Nanning $25K,Hard,32,25,20170410,1837,381493.13
2017-W-WITF-CHN-07A-2017,Yuxi $25K,Hard,32,25,20170508,3045,587796.7
2017-W-WITF-CHN-08A-2017,Qujing $25K,Hard,32,25,20170515,3165,615890.66
2017-W-WITF-CHN-09A-2017,Wuhan $25K,Hard,32,25,20170529,3176,667920.61
2017-W-WITF-CHN-10A-2017,Luan $60K,Hard,32,60,20170522,4044,948133.3
2017-W-WITF-CHN-11A-2017,Anning $15K,Clay,32,15,20170619,3049,564494.4
2017-W-WITF-CHN-12A-2017,Anning $15K,Clay,32,15,20170626,3452,708249.45
2017-W-WITF-CHN-13A-2017,Anning $15K,Clay,32,15,20170703,3344,643062.64
2017-W-WITF-CHN-14A-2017,Tianjin $25K,Hard,32,25,20170717,2818,414759.46
2017-W-WITF-CHN-15A-2017,Naiman $25K,Hard,32,25,20170710,3627,715581.05
2017-W-WITF-CHN-16A-2017,Suzhou $60K,Hard,32,60,20171016,3604,695475.98
2017-W-WITF-CHN-17A-2017,Liuzhou $60K,Hard,32,60,20171023,3793,657521.16
2017-W-WITF-CHN-18B-2017,Shenzhen $100K,Hard,32,100,20171106,3277,854026.95
2017-W-WITF-CHN-19A-2017,Guiyang $25K,Hard,32,25,20170911,2955,681252.8
2017-W-WITF-COL-01A-2017,Pereira $15K,Clay,32,15,20171030,2287,410885.31
2017-W-WITF-COL-02A-2017,Cucuta $15K,Clay,32,15,20171106,3565,814074.27
2017-W-WITF-CRO-01A-2017,Tucepi $15K,Clay,32,15,20170403,2693,562939.34
2017-W-WITF-CZE-01A-2017,Stare Splavy $25K,Clay,32,25,20170605,2554,594308.89
2017-W-WITF-CZE-02A-2017,Prerov $15K,Clay,32,15,20170612,4319,861406.48
2017-W-WITF-CZE-03A-2017,Olomouc $80K,Clay,32,80,20170717,2272,409731.17
2017-W-WITF-CZE-04A-2017,Prague $80K,Clay,32,80,20170724,2943,517525.65
2017-W-WITF-CZE-05A-2017,Ricany $15K,Clay,32,15,20170828,3547,662101.31
2017-W-WITF-CZE-07A-2017,Prague $15K,Clay,32,15,20170911,4162,681755.23
2017-W-WITF-CZE-08A-2017,Brno $15K,Clay,32,15,20170925,2131,428272.45
2017-W-WITF-CZE-09A-2017,Milovice $15K,Hard,32,15,20171127,3054,587209.55
2017-W-WITF-CZE-10A-2017,Jablonec nad Nisou $15K,Carpet,32,15,20171204,3805,821351.01
2017-W-WITF-ECU-01A-2017,Manta $15K,Hard,32,15,20171127,2734,461835.08
2017-W-WITF-ECU-02A-2017,Guayaquil $15K,Clay,32,15,20171204,3741,734239.39
2017-W-WITF-EGY-01A-2017,Cairo $15K,Clay,32,15,20170116,3940,688778.65
2017-W-WITF-EGY-02A-2017,Cairo $15K,Clay,32,15,20170123,3800,884291.28
2017-W-WITF-EGY-03A-2017,Cairo $15K,Clay,29,15,20170130,3275,651670.0
2017-W-WITF-EGY-04A-2017,Sharm El Sheikh $15K,Hard,32,15,20170206,3503,690807.06
2017-W-WITF-EGY-05A-2017,Sharm El Sheikh $15K,Hard,32,15,20170213,3260,583670.28
2017-W-WITF-EGY-06A-2017,Sharm El Sheikh $15K,Hard,32,15,20170220,4140,838639.05
2017-W-WITF-EGY-07A-2017,Sharm El Sheikh $15K,Hard,32,15,20170227,4325,749780.89
2017-W-WITF-EGY-08A-2017,Sharm El Sheikh $15K,Hard,32,15,20170306,3397,722206.39
2017-W-WITF-EGY-09A-2017,Sharm El Sheikh $15K,Hard,32,15,20170313,2424,449118.4
2017-W-WITF-EGY-10A-2017,Sharm El Sheikh $15K,Hard,32,15,20170320,3688,764548.87
2017-W-WITF-EGY-11A-2017,Sharm El Sheikh $15K,Hard,32,15,20170327,2585,476377.27
2017-W-WITF-EGY-12A-2017,Sharm El Sheikh $15K,Hard,32,15,20170403,2950,684895.63
2017-W-WITF-EGY-13A-2017,Sharm El Sheikh $15K,Hard,32,15,20170410,2721,579861.85
2017-W-WITF-EGY-14A-2017,Cairo $15K,Clay,32,15,20170417,2666,496234.22
2017-W-WITF-EGY-16A-2017,Cairo $15K,Clay,32,15,20170501,2974,552769.79
2017-W-WITF-EGY-18A-2017,Sharm El Sheikh $15K,Hard,32,15,20170626,2421,413775.88
2017-W-WITF-EGY-19A-2017,Sharm El Sheikh $15K,Hard,32,15,20170703,3568,781852.83
2017-W-WITF-EGY-20A-2017,Sharm El Sheikh $15K,Hard,32,15,20170710,2595,441621.02
2017-W-WITF-EGY-21A-2017,Sharm El Sheikh $15K,Hard,32,15,20170717,3393,794186.94
2017-W-WITF-EGY-22A-2017,Sharm El Sheikh $15K,Hard,32,15,20170724,4383,961250.79
2017-W-WITF-EGY-23A-2017,Sharm El Sheikh $15K,Hard,32,15,20170731,1671,271514.46
2017-W-WITF-EGY-24A-2017,Cairo $15K,Clay,32,15,20170904,3402,783523.41
2017-W-WITF-EGY-25A-2017,Cairo $15K,Clay,32,15,20170911,3383,560454.66
2017-W-WITF-EGY-26A-2017,Sharm El Sheikh $15K,Hard,32,15,20170918,2944,601944.51
2017-W-WITF-EGY-27A-2017,Sharm El Sheikh $15K,Hard,32,15,20170925,2594,583237.13
2017-W-WITF-EGY-28A-2017,Sharm El Sheikh $15K,Hard,32,15,20171002,2811,591084.32
2017-W-WITF-EGY-29A-2017,Sharm El Sheikh $15K,Hard,32,15,20171009,4010,845819.0
2017-W-WITF-EGY-30A-2017,Sharm El Sheikh $15K,Hard,32,15,20171016,3943,742896.28
2017-W-WITF-EGY-31A-2017,Sharm El Sheikh $15K,Hard,32,15,20171023,2896,726605.05
2017-W-WITF-EGY-32A-2017,Sharm El Sheikh $15K,Hard,32,15,20171030,3383,647924.84
2017-W-WITF-EGY-33A-2017,Sharm El Sheikh $15K,Hard,32,15,20171106,2952,605850.88
2017-W-WITF-EGY-34A-2017,Sharm El Sheikh $15K,Hard,32,15,20171113,3504,798172.44
2017-W-WITF-EGY-35A-2017,Sharm El Sheikh $15K,Hard,32,15,20171120,3977,829386.77
2017-W-WITF-EGY-36A-2017,Cairo $15K,Clay,32,15,20171127,3666,577508.84
2017-W-WITF-EGY-37A-2017,Cairo $15K,Clay,32,15,20171204,3125,451832.08
2017-W-WITF-ESP-01A-2017,Manacor Mallorca $15K,Clay,32,15,20170206,3025,678723.17
2017-W-WITF-ESP-02A-2017,Manacor Mallorca $15K,Clay,32,15,20170213,4410,650773.33
2017-W-WITF-ESP-03A-2017,Palmanova Mallorca $15K,Clay,32,15,20170220,4639,1094372.11
2017-W-WITF-ESP-04A-2017,Palmanova Mallorca $15K,Clay,32,15,20170227,3230,494292.12
2017-W-WITF-ESP-05A-2017,Lleida $25K,Clay,32,25,20170501,2557,480643.29
2017-W-WITF-ESP-06A-2017,Monzon $25K,Hard,32,25,20170508,4647,838391.07
2017-W-WITF-ESP-07A-2017,La Bisbal $25K,Clay,32,25,20170515,3228,610969.95
2017-W-WITF-ESP-08A-2017,Madrid $15K,Clay,32,15,20170605,2590,503951.86
2017-W-WITF-ESP-09A-2017,Barcelona $60K,Clay,32,60,20170612,3424,737065.07
2017-W-WITF-ESP-10A-2017,Getxo $25K,Clay,32,25,20170703,3771,654959.4
2017-W-WITF-ESP-11A-2017,Don Benito Badajoz $15K,Carpet,32,15,20170717,3352,625470.0
2017-W-WITF-ESP-12A-2017,Las Palmas de Gran Canaria $15K,Clay,32,15,20170807,3886,805993.95
2017-W-WITF-ESP-13A-2017,Las Palmas de Gran Canaria $15K,Clay,32,15,20170814,3013,560214.66
2017-W-WITF-ESP-14A-2017,El Espinar Segovia $25K,Hard,32,25,20170731,3959,777509.02
2017-W-WITF-ESP-15A-2017,Madrid $15K,Hard,32,15,20170918,3602,911515.32
2017-W-WITF-ESP-16A-2017,Melilla $15K,Clay,32,15,20170925,4231,1094041.73
2017-W-WITF-ESP-17A-2017,TeldeLP De Gran Canaria $15K,Clay,29,15,20171002,2147,409350.59
2017-W-WITF-ESP-18A-2017,Seville $25K,Clay,32,25,20171009,2946,630612.25
2017-W-WITF-ESP-18B-2017,RibaRoja de Turia $15K,Clay,32,15,20171016,3553,603478.74
2017-W-WITF-ESP-19A-2017,Sant Cugat $25K,Clay,32,25,20171030,3259,725239.48
2017-W-WITF-ESP-20A-2017,Vinaros $15K,Clay,32,15,20171106,3222,749207.01
2017-W-WITF-ESP-21A-2017,Benicarlo $15K,Clay,32,15,20171113,4444,812494.47
2017-W-WITF-ESP-22A-2017,Castellon $15K,Clay,32,15,20171127,3218,585562.41
2017-W-WITF-ESP-23A-2017,Nules $25K,Clay,32,25,20171204,2598,492545.9
2017-W-WITF-ESP-24A-2017,Valencia $25K,Clay,32,25,20171120,3319,663498.75
2017-W-WITF-EST-01A-2017,Parnu $15K,Clay,32,15,20170724,3641,771722.76
2017-W-WITF-FIN-01A-2017,Tampere $15K,Clay,32,15,20170724,3052,642479.23
2017-W-WITF-FIN-02A-2017,Savitaipale $15K,Clay,32,15,20170731,2338,490042.49
2017-W-WITF-FIN-03A-2017,Helsinki $15K,Hard,32,15,20171113,2748,586611.71
2017-W-WITF-FRA-01A-2017,Fort de France Martinique $15K,Hard,32,15,20170109,2864,548733.97
2017-W-WITF-FRA-02A-2017,Petit Bourg Guadeloupe $15K,Hard,32,15,20170116,2002,393239.14
2017-W-WITF-FRA-03A-2017,Saint Martin Guadeloupe $15K,Hard,32,15,20170123,3042,402790.96
2017-W-WITF-FRA-04A-2017,Grenoble $25K,Hard,32,25,20170130,2483,463192.96
2017-W-WITF-FRA-04B-2017,Macon $15K,Hard,32,15,20170227,4055,934493.62
2017-W-WITF-FRA-05A-2017,Andrezieux Boutheon $60K,Hard,32,60,20170123,2553,531090.24
2017-W-WITF-FRA-06A-2017,Gonesse $15K,Clay,32,15,20170313,4057,537999.13
2017-W-WITF-FRA-07A-2017,Le Havre $15K,Clay,32,15,20170320,3540,589448.36
2017-W-WITF-FRA-08A-2017,Croissy Beaubourg $60K,Hard,32,60,20170327,4395,904497.47
2017-W-WITF-FRA-09A-2017,Amiens $15K,Clay,32,15,20170306,4751,767793.76
2017-W-WITF-FRA-10A-2017,Dijon $15K,Hard,32,15,20170403,3513,728647.49
2017-W-WITF-FRA-11A-2017,Cagnes Sur Mer $100K,Clay,32,100,20170508,3232,573737.03
2017-W-WITF-FRA-12A-2017,Saint Gaudens $60K,Clay,32,60,20170515,2663,530010.76
2017-W-WITF-FRA-13A-2017,Marseille $100K,Clay,32,100,20170605,3491,572124.25
2017-W-WITF-FRA-14A-2017,Montpellier $25K,Clay,32,25,20170619,3038,660825.67
2017-W-WITF-FRA-15A-2017,Perigueux $25K,Clay,32,25,20170626,2553,486860.82
2017-W-WITF-FRA-16A-2017,Contrexeville $100K,Clay,32,100,20170710,4530,1053305.02
2017-W-WITF-FRA-17A-2017,Biarritz $80K,Clay,32,80,20170911,1706,401007.72
2017-W-WITF-FRA-18A-2017,Saint Malo $60K,Clay,32,60,20170918,3120,545157.07
2017-W-WITF-FRA-19A-2017,Denain $25K,Clay,32,25,20170703,3395,562613.09
2017-W-WITF-FRA-20A-2017,Les Contamines Montjoie $15K,Hard,32,15,20170724,2237,408592.56
2017-W-WITF-FRA-21A-2017,Poitiers $100K,Hard,32,100,20171023,2894,516201.6
2017-W-WITF-FRA-22A-2017,Nantes $25K,Hard,32,25,20171030,2726,480212.85
2017-W-WITF-FRA-23A-2017,Clermont Ferrand $25K,Hard,32,25,20170925,3131,758698.65
2017-W-WITF-FRA-24A-2017,Cherboug en Cotentin $25K,Hard,32,25,20171009,3838,691888.82
2017-W-WITF-FRA-25A-2017,Joue Les Tours $25K,Hard,32,25,20171016,3261,638295.75
2017-W-WITF-GBR-01A-2017,Glasgow $15K,Hard,32,15,20170130,3963,924773.07
2017-W-WITF-GBR-06A-2017,Edgbaston $15K,Hard,32,15,20170206,3579,551582.73
2017-W-WITF-GBR-07A-2017,Wirral $15K,Hard,32,15,20170213,2754,578933.71
2017-W-WITF-GBR-08A-2017,Surbiton $100K,Grass,32,100,20170605,3348,777140.66
2017-W-WITF-GBR-09A-2017,Manchester $100K,Grass,32,100,20170612,3388,805983.7
2017-W-WITF-GBR-10A-2017,Ilkley $100K,Grass,32,100,20170619,3769,780766.57
2017-W-WITF-GBR-11A-2017,Southsea 16 Main Draw Friday Final No Qualifying $10000K,Grass,16,100,20170626,1757,406762.89
2017-W-WITF-GBR-12A-2017,Woking $25K,Hard,32,25,20170731,3190,675930.25
2017-W-WITF-GBR-13A-2017,Chiswick $25K,Hard,32,25,20170807,3177,604674.91
2017-W-WITF-GBR-14A-2017,Wirral $15K,Hard,32,15,20171023,3433,659181.85
2017-W-WITF-GBR-15A-2017,Sunderland $15K,Hard,32,15,20171030,3046,702244.48
2017-W-WITF-GBR-16A-2017,Shrewsbury $25K,Hard,32,25,20171106,3577,718060.65
2017-W-WITF-GEO-01A-2017,Telavi $15K,Clay,32,15,20170710,2749,520487.74
2017-W-WITF-GEO-03A-2017,Batumi $25K,Hard,32,25,20170911,2626,572805.15
2017-W-WITF-GER-01A-2017,Stuttgart Stammheim $15K,Hard,32,15,20170116,2631,530418.99
2017-W-WITF-GER-02A-2017,Altenkirchen $25K,Carpet,32,25,20170213,2665,519081.74
2017-W-WITF-GER-03A-2017,Wiesbaden $25K,Clay,32,25,20170501,2248,485638.54
2017-W-WITF-GER-04A-2017,Essen $25K,Clay,32,25,20170605,4214,905864.88
2017-W-WITF-GER-05A-2017,Stuttgart Vaihingen $25K,Clay,32,25,20170626,2333,454991.48
2017-W-WITF-GER-06A-2017,Kaltenkirchen $15K,Clay,32,15,20170619,3395,882065.28
2017-W-WITF-GER-07A-2017,Hechingen $60K,Clay,32,60,20170807,2892,508747.66
2017-W-WITF-GER-08A-2017,Versmold $60K,Clay,32,60,20170710,3249,428142.19
2017-W-WITF-GER-09A-2017,Darmstadt $25K,Clay,32,25,20170703,2442,516106.52
2017-W-WITF-GER-10A-2017,Aschaffenburg $25K,Clay,32,25,20170717,3596,898111.19
2017-W-WITF-GER-11A-2017,Horb $25K,Clay,32,25,20170724,3534,867427.47
2017-W-WITF-GER-12A-2017,Bad Saulgau $25K,Clay,32,25,20170731,1709,352670.46
2017-W-WITF-GER-13A-2017,Leipzig $25K,Clay,32,25,20170814,3076,519375.27
2017-W-WITF-GER-14A-2017,Braunschweig $25K,Clay,32,25,20170821,2446,585331.39
2017-W-WITF-GER-15A-2017,Badenweiler $15K,Clay,32,15,20170904,3151,563408.04
2017-W-WITF-GRE-01A-2017,Heraklion $15K,Clay,32,15,20170306,2419,482758.53
2017-W-WITF-GRE-02A-2017,Heraklion $15K,Clay,32,15,20170313,4073,782162.52
2017-W-WITF-GRE-03A-2017,Heraklion $15K,Clay,32,15,20170320,3386,557638.77
2017-W-WITF-GRE-04A-2017,Heraklion $15K,Clay,32,15,20170327,2890,649084.99
2017-W-WITF-GRE-05A-2017,Heraklion $15K,Clay,32,15,20170403,3156,517312.51
2017-W-WITF-GRE-06A-2017,Heraklion $15K,Clay,32,15,20171023,5174,1179971.59
2017-W-WITF-GRE-07A-2017,Heraklion $15K,Clay,32,15,20171030,3523,562881.38
2017-W-WITF-GRE-08A-2017,Heraklion $15K,Clay,32,15,20171106,3086,522606.93
2017-W-WITF-GRE-09A-2017,Heraklion $15K,Clay,32,15,20171113,2134,506507.45
2017-W-WITF-GRE-10A-2017,Heraklion $15K,Clay,32,15,20171120,2437,500597.65
2017-W-WITF-HKG-01A-2017,Hong Kong $25K,Hard,32,25,20170102,3317,720057.29
2017-W-WITF-HKG-06A-2017,Hong Kong $15K,Hard,32,15,20170724,4346,876895.95
2017-W-WITF-HUN-01A-2017,Gyor $15K,Clay,32,15,20170501,3147,680973.21
2017-W-WITF-HUN-02A-2017,Dunakeszi $25K,Clay,32,25,20170508,3043,565149.98
2017-W-WITF-HUN-03A-2017,Hodmezovasarhely $60K,Clay,32,60,20170612,3005,573165.05
2017-W-WITF-HUN-04A-2017,Baja $25K,Clay,32,25,20170619,2745,458868.0
2017-W-WITF-HUN-05A-2017,Budapest $100K,Clay,32,100,20170710,2483,466776.08
2017-W-WITF-HUN-06A-2017,Hodmezovasarhely $25K,Clay,32,25,20170821,3322,896067.83
2017-W-WITF-HUN-07A-2017,Dunakeszi $60K,Clay,32,60,20170828,4142,959584.47
2017-W-WITF-HUN-08A-2017,Balatonboglar $25K,Clay,32,25,20170904,3140,704247.93
2017-W-WITF-HUN-09A-2017,Szekesfehervar $15K,Clay,32,15,20170911,3387,576019.31
2017-W-WITF-IND-01A-2017,Gwalior $15K,Hard,32,15,20170227,3395,713630.03
2017-W-WITF-IND-02A-2017,Aurangabad $15K,Clay,32,15,20170605,2744,716934.83
2017-W-WITF-IND-03A-2017,Pune $25K,Hard,32,25,20171106,2926,582211.64
2017-W-WITF-IND-04A-2017,Solapur $15K,Hard,32,15,20171204,3809,768366.86
2017-W-WITF-IND-07A-2017,Indore $15K,Hard,32,15,20171127,3236,560839.65
2017-W-WITF-IRL-01A-2017,Dublin $15K,Carpet,32,15,20170724,3043,597038.74
2017-W-WITF-ISR-01A-2017,Akko $15K,Hard,32,15,20170501,3077,619881.28
2017-W-WITF-ISR-02A-2017,Tel Aviv $15K,Hard,32,15,20170626,3529,870988.5
2017-W-WITF-ISR-03A-2017,Herzlia $15K,Hard,32,15,20170619,2775,601265.1
2017-W-WITF-ITA-01A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20170320,3181,908007.63
2017-W-WITF-ITA-01B-2017,Bergamo $15K,Clay,32,15,20170213,3287,692431.23
2017-W-WITF-ITA-02A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20170327,3054,611211.78
2017-W-WITF-ITA-03A-2017,Solarino $15K,Carpet,32,15,20170306,3817,958252.38
2017-W-WITF-ITA-04A-2017,Solarino $15K,Carpet,32,15,20170313,2830,526796.51
2017-W-WITF-ITA-05A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20170403,4595,1128234.38
2017-W-WITF-ITA-07A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20170417,3172,706608.26
2017-W-WITF-ITA-08A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20170424,4118,778730.92
2017-W-WITF-ITA-09A-2017,Santa Margherita Di Pula $15K,Clay,32,15,20170501,2927,661470.5
2017-W-WITF-ITA-10A-2017,Rome $25K,Clay,32,25,20170508,3308,631689.95
2017-W-WITF-ITA-11A-2017,Caserta $25K,Clay,32,25,20170522,2884,636417.84
2017-W-WITF-ITA-12A-2017,Grado $25K,Clay,32,25,20170529,4371,952953.63
2017-W-WITF-ITA-13A-2017,Brescia $60K,Clay,32,60,20170605,3057,582236.56
2017-W-WITF-ITA-14A-2017,Padova $25K,Clay,32,25,20170612,3105,619760.35
2017-W-WITF-ITA-15A-2017,Sassuolo $15K,Clay,32,15,20170619,2725,566086.97
2017-W-WITF-ITA-16A-2017,Tarvisio $15K,Clay,32,15,20170626,3086,570829.76
2017-W-WITF-ITA-17A-2017,Rome $60K,Clay,32,60,20170703,2648,486648.41
2017-W-WITF-ITA-18A-2017,Torino $25K,Clay,32,25,20170710,2619,530954.42
2017-W-WITF-ITA-19A-2017,Imola $25K,Carpet,32,25,20170717,3278,618990.7
2017-W-WITF-ITA-20A-2017,Schio $15K,Clay,32,15,20170724,4023,1003027.95
2017-W-WITF-ITA-22A-2017,Cuneo $15K,Clay,32,15,20170814,2716,561025.7
2017-W-WITF-ITA-23A-2017,Sezze $15K,Clay,32,15,20170821,3064,526737.31
2017-W-WITF-ITA-24A-2017,Bagnatica $25K,Clay,32,25,20170828,3534,683937.72
2017-W-WITF-ITA-25A-2017,Trieste $15K,Clay,32,15,20170904,2948,744530.87
2017-W-WITF-ITA-26A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20170911,3937,883737.59
2017-W-WITF-ITA-27A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20170918,3936,648238.4
2017-W-WITF-ITA-28A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20170925,2459,536449.04
2017-W-WITF-ITA-29A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20171002,3845,711998.76
2017-W-WITF-ITA-30A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20171009,3855,638880.51
2017-W-WITF-ITA-31A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20171016,1891,409016.54
2017-W-WITF-ITA-32A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20171023,3840,958657.89
2017-W-WITF-ITA-33A-2017,Santa Margherita Di Pula $25K,Clay,32,25,20171030,3871,727620.46
2017-W-WITF-ITA-34A-2017,Ortisei $15K,Hard,32,15,20171106,4185,789211.89
2017-W-WITF-JPN-01A-2017,Nishi Tama $15K,Hard,32,15,20170320,3615,625683.53
2017-W-WITF-JPN-01B-2017,Yokohama $25K,Hard,32,25,20170306,3401,750966.47
2017-W-WITF-JPN-02A-2017,Kofu $25K,Hard,32,25,20170327,2387,433074.84
2017-W-WITF-JPN-03A-2017,Kashiwa $25K,Hard,32,25,20170403,3103,637411.94
2017-W-WITF-JPN-04A-2017,Gifu $80K,Hard,32,80,20170501,2875,637840.53
2017-W-WITF-JPN-05A-2017,Fukuoka $60K,Carpet,32,60,20170508,3360,671328.67
2017-W-WITF-JPN-06A-2017,Kurume $60K,Carpet,32,60,20170515,2626,579345.85
2017-W-WITF-JPN-07A-2017,Karuizawa $25K,Carpet,32,25,20170522,2907,564015.81
2017-W-WITF-JPN-08A-2017,Tokyo $25K,Hard,32,25,20170605,3684,554662.49
2017-W-WITF-JPN-08B-2017,Kofu $25K,Hard,32,25,20170612,3215,658192.39
2017-W-WITF-JPN-09A-2017,Tsukuba $25K,Hard,32,25,20170821,2684,544285.76
2017-W-WITF-JPN-09B-2017,Nanao $25K,Carpet,32,25,20170828,3582,876097.58
2017-W-WITF-JPN-10A-2017,Kyoto $15K,Hard,32,15,20170904,2734,618760.65
2017-W-WITF-JPN-11A-2017,Makinohara $25K,Carpet,32,25,20171009,3104,829225.63
2017-W-WITF-JPN-12A-2017,Hamamatsu $25K,Carpet,32,25,20171016,3315,587284.17
2017-W-WITF-JPN-13A-2017,Toyota $60K,Carpet,32,60,20171113,3071,501931.54
2017-W-WITF-JPN-14A-2017,Tokyo $100K,Hard,32,100,20171106,2556,474505.98
2017-W-WITF-KAZ-01A-2017,Almaty $15K,Hard,32,15,20170123,3197,757970.21
2017-W-WITF-KAZ-02A-2017,Almaty $15K,Hard,32,15,20170130,3231,753803.6
2017-W-WITF-KAZ-02B-2017,Shymkent $15K,Clay,32,15,20170410,3189,762996.55
2017-W-WITF-KAZ-03A-2017,Shymkent $15K,Clay,32,15,20170417,3116,746607.35
2017-W-WITF-KAZ-05A-2017,Astana $100K,Hard,32,100,20170717,1936,359821.81
2017-W-WITF-KAZ-06A-2017,Almaty $25K,Clay,32,25,20170828,3261,738229.1
2017-W-WITF-KAZ-07A-2017,Shymkent $15K,Clay,32,15,20170918,2706,681965.73
2017-W-WITF-KAZ-08A-2017,Shymkent $15K,Clay,32,15,20170925,3039,568834.39
2017-W-WITF-KOR-01A-2017,Changwon $25K,Hard,32,25,20170508,2910,688821.61
2017-W-WITF-KOR-02A-2017,Incheon $25K,Hard,32,25,20170515,3780,731323.19
2017-W-WITF-KOR-03A-2017,Goyang $25K,Hard,32,25,20170522,3940,774753.34
2017-W-WITF-KOR-04A-2017,Sangju $15K,Hard,32,15,20170529,2637,548391.0
2017-W-WITF-KOR-05A-2017,Gimcheon $15K,Hard,32,15,20170605,3726,776471.07
2017-W-WITF-KOR-06A-2017,Gimcheon $15K,Hard,32,15,20170612,2328,341302.95
2017-W-WITF-KOR-08A-2017,Yeongwol $15K,Hard,32,15,20170828,3581,641173.43
